period_begin,period_end,region,state,state_code,property_type, median_sale_price , median_list_price , homes_sold , pending_sales , new_listings , inventory , months_of_supply , median_days_on_market ,avg_sale_to_list,sold_above_list
6/1/2014,6/30/2014,"Vernon County, WI",Wisconsin,WI,Single Family Residential," $136,900.00 "," $139,900.00 ", 19.00 , 12.00 , 43.00 , 174.00 , 9.20 , 86.00 ,94.69%,5.26%
6/1/2014,6/30/2014,"Allegan County, MI",Michigan,MI,Single Family Residential," $152,750.00 "," $160,000.00 ", 138.00 , 57.00 , 117.00 , 596.00 , 4.30 , 207.00 ,97.18%,20.29%
6/1/2014,6/30/2014,"Long County, GA",Georgia,GA,Single Family Residential," $159,700.00 "," $189,990.00 ", 2.00 ,, 3.00 , 11.00 , 5.50 , 188.00 ,98.14%,0.00%
6/1/2014,6/30/2014,"Perry County, MS",Mississippi,MS,Single Family Residential," $157,500.00 "," $81,900.00 ", 2.00 ,, 1.00 , 3.00 , 1.50 , 299.00 ,88.06%,0.00%
6/1/2014,6/30/2014,"Hancock County, MS",Mississippi,MS,Single Family Residential," $137,000.00 "," $125,500.00 ", 42.00 , 14.00 , 51.00 , 462.00 , 11.00 , 274.00 ,92.52%,7.14%
6/1/2014,6/30/2014,"Drew County, AR",Arkansas,AR,Single Family Residential," $189,500.00 "," $60,000.00 ", 2.00 , 2.00 , 8.00 , 26.00 , 13.00 , 110.00 ,96.33%,0.00%
6/1/2014,6/30/2014,"Worcester County, MA",Massachusetts,MA,Single Family Residential," $250,000.00 "," $234,900.00 ", 711.00 , 443.00 ," 1,081.00 "," 4,257.00 ", 6.00 , 90.00 ,97.56%,18.99%
6/1/2014,6/30/2014,"Izard County, AR",Arkansas,AR,Single Family Residential," $165,000.00 "," $81,500.00 ", 1.00 ,, 13.00 , 63.00 , 63.00 , 335.00 ,72.05%,0.00%
6/1/2014,6/30/2014,"Kodiak Island Borough, AK",Alaska,AK,Single Family Residential," $281,000.00 "," $258,500.00 ", 10.00 , 4.00 , 6.00 , 49.00 , 4.90 , 117.00 ,95.93%,10.00%
6/1/2014,6/30/2014,"Howard County, MD",Maryland,MD,Single Family Residential," $530,000.00 "," $429,450.00 ", 228.00 , 167.00 , 331.00 , 918.00 , 4.00 , 26.00 ,98.53%,17.11%
6/1/2014,6/30/2014,"Fairfield County, OH",Ohio,OH,Single Family Residential," $169,250.00 "," $161,000.00 ", 172.00 , 118.00 , 206.00 , 616.00 , 3.60 , 36.00 ,98.04%,15.70%
6/1/2014,6/30/2014,"Faulkner County, AR",Arkansas,AR,Single Family Residential," $144,000.00 "," $147,500.00 ", 146.00 , 104.00 , 171.00 , 631.00 , 4.30 , 75.00 ,96.44%,8.90%
6/1/2014,6/30/2014,"Crisp County, GA",Georgia,GA,Single Family Residential," $258,000.00 "," $850,000.00 ", 2.00 ,, 1.00 , 3.00 , 1.50 , 74.00 ,95.54%,0.00%
6/1/2014,6/30/2014,"DuPage County, IL",Illinois,IL,Single Family Residential," $310,000.00 "," $274,900.00 ", 967.00 , 788.00 ," 1,337.00 "," 3,628.00 ", 3.80 , 27.00 ,96.96%,14.89%
6/1/2014,6/30/2014,"White County, GA",Georgia,GA,Single Family Residential," $130,000.00 "," $178,000.00 ", 16.00 , 5.00 , 69.00 , 321.00 , 20.10 , 134.00 ,95.59%,6.25%
6/1/2014,6/30/2014,"Oneida County, NY",New York,NY,Single Family Residential," $120,500.00 "," $119,700.00 ", 129.00 , 65.00 , 249.00 ," 1,083.00 ", 8.40 , 137.00 ,94.25%,8.53%
6/1/2014,6/30/2014,"Pulaski County, AR",Arkansas,AR,Single Family Residential," $161,000.00 "," $161,250.00 ", 430.00 , 328.00 , 602.00 ," 2,246.00 ", 5.20 , 53.00 ,96.34%,11.86%
6/1/2014,6/30/2014,"Orange County, NY",New York,NY,Single Family Residential," $230,950.00 "," $239,450.00 ", 184.00 , 70.00 , 498.00 ," 2,550.00 ", 13.90 , 238.00 ,94.87%,14.67%
6/1/2014,6/30/2014,"Alexander County, NC",North Carolina,NC,Single Family Residential," $131,500.00 "," $124,900.00 ", 25.00 , 6.00 , 18.00 , 90.00 , 3.60 , 102.00 ,95.87%,24.00%
6/1/2014,6/30/2014,"Jack County, TX",Texas,TX,Single Family Residential," $253,500.00 "," $139,900.00 ", 4.00 , 2.00 , 6.00 , 13.00 , 3.30 , 238.00 ,91.40%,0.00%
6/1/2014,6/30/2014,"Somervell County, TX",Texas,TX,Single Family Residential," $174,000.00 "," $175,000.00 ", 6.00 , 9.00 , 19.00 , 54.00 , 9.00 , 97.00 ,90.77%,0.00%
6/1/2014,6/30/2014,"Douglas County, CO",Colorado,CO,Single Family Residential," $370,000.00 "," $389,550.00 ", 809.00 , 664.00 , 881.00 ," 1,526.00 ", 1.90 , 21.00 ,99.37%,28.18%
6/1/2014,6/30/2014,"Dallas County, AR",Arkansas,AR,Single Family Residential," $26,000.00 ",, 1.00 , 1.00 ,, 1.00 , 1.00 , 69.00 ,81.25%,0.00%
6/1/2014,6/30/2014,"St. Clair County, IL",Illinois,IL,Single Family Residential," $127,000.00 "," $139,450.00 ", 264.00 ,, 225.00 ," 1,038.00 ", 3.90 , 91.00 ,95.71%,11.74%
6/1/2014,6/30/2014,"San Bernardino County, CA",California,CA,Single Family Residential," $265,000.00 "," $269,770.00 "," 1,620.00 "," 1,447.00 "," 2,294.00 "," 5,024.00 ", 3.10 , 22.00 ,99.09%,32.90%
6/1/2014,6/30/2014,"Wilson County, TX",Texas,TX,Single Family Residential," $273,950.00 "," $269,700.00 ", 40.00 , 21.00 , 38.00 , 153.00 , 3.80 , 46.00 ,98.77%,7.50%
6/1/2014,6/30/2014,"Waushara County, WI",Wisconsin,WI,Single Family Residential," $91,050.00 "," $142,450.00 ", 26.00 , 10.00 , 63.00 , 362.00 , 13.90 , 166.00 ,91.13%,3.85%
6/1/2014,6/30/2014,"Delaware County, PA",Pennsylvania,PA,Single Family Residential," $255,000.00 "," $199,000.00 ", 526.00 , 331.00 , 651.00 ," 2,290.00 ", 4.40 , 28.00 ,96.78%,16.92%
6/1/2014,6/30/2014,"Forsyth County, NC",North Carolina,NC,Single Family Residential," $150,000.00 "," $149,999.00 ", 380.00 , 166.00 , 378.00 ," 1,687.00 ", 4.40 , 101.00 ,96.06%,14.21%
6/1/2014,6/30/2014,"Portage County, WI",Wisconsin,WI,Single Family Residential," $143,750.00 "," $144,900.00 ", 82.00 , 42.00 , 113.00 , 378.00 , 4.60 , 96.00 ,96.70%,9.76%
6/1/2014,6/30/2014,"Franklin County, NC",North Carolina,NC,Single Family Residential," $174,000.00 "," $183,000.00 ", 75.00 , 41.00 , 82.00 , 418.00 , 5.60 , 80.00 ,96.37%,13.33%
6/1/2014,6/30/2014,"Rockcastle County, KY",Kentucky,KY,Single Family Residential," $59,659.50 "," $72,450.00 ", 6.00 , 7.00 , 12.00 , 47.00 , 7.80 , 151.00 ,95.76%,16.67%
6/1/2014,6/30/2014,"Cleburne County, AL",Alabama,AL,Single Family Residential," $102,000.00 "," $169,450.00 ", 3.00 , 1.00 , 6.00 , 25.00 , 8.30 , 337.00 ,83.65%,0.00%
6/1/2014,6/30/2014,"Herkimer County, NY",New York,NY,Single Family Residential," $78,500.00 "," $79,900.00 ", 21.00 , 7.00 , 40.00 , 210.00 , 10.00 , 214.00 ,89.22%,0.00%
6/1/2014,6/30/2014,"Jersey County, IL",Illinois,IL,Single Family Residential," $110,000.00 "," $128,000.00 ", 11.00 ,, 17.00 , 95.00 , 8.60 , 90.00 ,94.04%,18.18%
6/1/2014,6/30/2014,"Cleveland County, OK",Oklahoma,OK,Single Family Residential," $155,000.00 "," $157,000.00 ", 496.00 , 288.00 ,,, 2.40 ,,97.44%,16.13%
6/1/2014,6/30/2014,"Peach County, GA",Georgia,GA,Single Family Residential," $212,000.00 "," $139,800.00 ", 3.00 , 1.00 , 10.00 , 50.00 , 16.70 , 181.00 ,90.99%,0.00%
6/1/2014,6/30/2014,"Hernando County, FL",Florida,FL,Single Family Residential," $117,000.00 "," $119,500.00 ", 251.00 , 101.00 , 238.00 ," 1,185.00 ", 4.70 , 126.00 ,95.57%,13.15%
6/1/2014,6/30/2014,"Cumberland County, PA",Pennsylvania,PA,Single Family Residential," $211,750.00 "," $188,000.00 ", 240.00 , 138.00 , 365.00 ," 1,383.00 ", 5.80 , 72.00 ,96.99%,12.08%
6/1/2014,6/30/2014,"Glynn County, GA",Georgia,GA,Single Family Residential," $393,000.00 "," $215,500.00 ", 2.00 ,, 6.00 , 21.00 , 10.50 , 97.00 ,93.78%,0.00%
6/1/2014,6/30/2014,"Olmsted County, MN",Minnesota,MN,Single Family Residential," $187,500.00 "," $185,000.00 ", 269.00 , 121.00 , 208.00 , 631.00 , 2.30 , 48.00 ,98.86%,19.33%
6/1/2014,6/30/2014,"Branch County, MI",Michigan,MI,Single Family Residential," $117,750.00 "," $119,000.00 ", 42.00 , 19.00 , 46.00 , 255.00 , 6.10 , 116.00 ,94.33%,4.76%
6/1/2014,6/30/2014,"Clinton County, OH",Ohio,OH,Single Family Residential," $90,000.00 "," $107,000.00 ", 39.00 , 37.00 , 74.00 , 260.00 , 6.70 , 57.00 ,96.85%,15.38%
6/1/2014,6/30/2014,"Marion County, IA",Iowa,IA,Single Family Residential," $159,000.00 "," $143,700.00 ", 48.00 , 28.00 , 46.00 , 198.00 , 4.10 , 77.00 ,92.85%,2.08%
6/1/2014,6/30/2014,"Wallowa County, OR",Oregon,OR,Single Family Residential," $186,000.00 "," $161,000.00 ", 7.00 ,, 6.00 , 56.00 , 8.00 , 653.00 ,92.14%,14.29%
6/1/2014,6/30/2014,"Banks County, GA",Georgia,GA,Single Family Residential," $155,350.00 "," $234,500.00 ", 7.00 , 5.00 , 11.00 , 61.00 , 8.70 , 93.00 ,98.92%,28.57%
6/1/2014,6/30/2014,"Hartford County, CT",Connecticut,CT,Single Family Residential," $237,050.00 "," $219,900.00 ", 796.00 , 465.00 ," 1,169.00 "," 5,119.00 ", 6.40 , 92.00 ,96.86%,15.33%
6/1/2014,6/30/2014,"Frederick County, MD",Maryland,MD,Single Family Residential," $359,000.00 "," $294,950.00 ", 227.00 , 198.00 , 324.00 , 908.00 , 4.00 , 24.00 ,99.07%,18.06%
6/1/2014,6/30/2014,"Limestone County, AL",Alabama,AL,Single Family Residential," $183,700.00 "," $186,900.00 ", 97.00 , 46.00 , 110.00 , 453.00 , 4.70 , 103.00 ,97.28%,15.46%
6/1/2014,6/30/2014,"Marshall County, TN",Tennessee,TN,Single Family Residential," $107,000.00 "," $129,900.00 ", 33.00 , 30.00 , 36.00 , 185.00 , 5.60 , 81.00 ,97.39%,12.12%
6/1/2014,6/30/2014,"Hanover County, VA",Virginia,VA,Single Family Residential," $281,000.00 "," $255,000.00 ", 136.00 , 126.00 , 223.00 , 526.00 , 3.90 , 26.00 ,97.67%,18.38%
6/1/2014,6/30/2014,"Texas County, MO",Missouri,MO,Single Family Residential," $62,000.00 "," $105,000.00 ", 11.00 , 3.00 , 15.00 , 40.00 , 3.60 , 104.00 ,91.66%,0.00%
6/1/2014,6/30/2014,"Hancock County, OH",Ohio,OH,Single Family Residential," $150,000.00 "," $139,500.00 ", 90.00 , 62.00 , 105.00 , 388.00 , 4.30 , 65.00 ,96.45%,12.22%
6/1/2014,6/30/2014,"Fairfax County, VA",Virginia,VA,Single Family Residential," $625,000.00 "," $483,500.00 ", 925.00 , 713.00 , 994.00 ," 2,259.00 ", 2.40 , 14.00 ,99.12%,26.16%
6/1/2014,6/30/2014,"Orleans County, NY",New York,NY,Single Family Residential," $87,783.50 "," $89,900.00 ", 26.00 , 9.00 , 54.00 , 246.00 , 9.50 , 136.00 ,92.45%,15.38%
6/1/2014,6/30/2014,"Anderson County, TN",Tennessee,TN,Single Family Residential," $131,500.00 "," $127,500.00 ", 61.00 , 15.00 , 45.00 , 348.00 , 5.70 , 209.00 ,96.32%,11.48%
6/1/2014,6/30/2014,"Harrison County, IN",Indiana,IN,Single Family Residential," $125,000.00 "," $134,900.00 ", 35.00 , 23.00 , 44.00 , 139.00 , 4.00 , 75.00 ,97.01%,8.57%
6/1/2014,6/30/2014,"Erath County, TX",Texas,TX,Single Family Residential," $135,250.00 "," $152,900.00 ", 36.00 , 24.00 , 59.00 , 222.00 , 6.20 , 68.00 ,92.26%,2.78%
6/1/2014,6/30/2014,"Murray County, GA",Georgia,GA,Single Family Residential," $9,000.00 "," $224,000.00 ", 1.00 ,, 5.00 , 18.00 , 18.00 , 413.00 ,,0.00%
6/1/2014,6/30/2014,"Lenawee County, MI",Michigan,MI,Single Family Residential," $119,000.00 "," $144,500.00 ", 113.00 , 80.00 , 181.00 , 670.00 , 5.90 , 84.00 ,96.09%,20.35%
6/1/2014,6/30/2014,"Arapahoe County, CO",Colorado,CO,Single Family Residential," $281,350.00 "," $259,950.00 ", 957.00 , 867.00 ," 1,050.00 "," 1,304.00 ", 1.40 , 14.00 ,100.16%,40.65%
6/1/2014,6/30/2014,"Orange County, VA",Virginia,VA,Single Family Residential," $253,170.00 "," $224,950.00 ", 46.00 , 29.00 , 76.00 , 342.00 , 7.40 , 43.00 ,97.29%,15.22%
6/1/2014,6/30/2014,"Dorchester County, MD",Maryland,MD,Single Family Residential," $113,000.00 "," $146,950.00 ", 28.00 , 19.00 , 53.00 , 292.00 , 10.40 , 52.00 ,92.84%,14.29%
6/1/2014,6/30/2014,"Norfolk County, MA",Massachusetts,MA,Single Family Residential," $470,000.00 "," $399,900.00 ", 709.00 , 526.00 , 803.00 ," 2,879.00 ", 4.10 , 78.00 ,98.94%,31.88%
6/1/2014,6/30/2014,"Jefferson County, WA",Washington,WA,Single Family Residential," $230,281.00 "," $292,500.00 ", 51.00 , 35.00 , 76.00 , 333.00 , 6.50 , 56.00 ,96.31%,23.53%
6/1/2014,6/30/2014,"Fulton County, NY",New York,NY,Single Family Residential," $111,500.00 "," $121,950.00 ", 32.00 , 25.00 , 76.00 , 397.00 , 12.40 , 54.00 ,92.78%,12.50%
6/1/2014,6/30/2014,"Knox County, KY",Kentucky,KY,Single Family Residential," $54,750.00 "," $79,900.00 ", 6.00 , 5.00 , 17.00 , 75.00 , 12.50 , 48.00 ,91.87%,0.00%
6/1/2014,6/30/2014,"Washington County, TX",Texas,TX,Single Family Residential," $230,000.00 "," $219,950.00 ", 19.00 , 9.00 , 28.00 , 126.00 , 6.60 , 112.00 ,94.93%,5.26%
6/1/2014,6/30/2014,"McNairy County, TN",Tennessee,TN,Single Family Residential," $104,850.00 "," $129,000.00 ", 16.00 , 2.00 , 19.00 , 91.00 , 5.70 , 41.00 ,95.39%,12.50%
6/1/2014,6/30/2014,"Renville County, MN",Minnesota,MN,Single Family Residential," $80,000.00 "," $84,900.00 ", 13.00 , 3.00 , 19.00 , 89.00 , 6.80 , 232.00 ,87.80%,7.69%
6/1/2014,6/30/2014,"Yell County, AR",Arkansas,AR,Single Family Residential," $65,000.00 "," $375,000.00 ", 1.00 ,, 1.00 , 4.00 , 4.00 , 105.00 ,82.28%,0.00%
6/1/2014,6/30/2014,"Mason County, WA",Washington,WA,Single Family Residential," $168,700.00 "," $184,250.00 ", 81.00 , 66.00 , 182.00 , 654.00 , 8.10 , 58.00 ,96.64%,9.88%
6/1/2014,6/30/2014,"Bennington County, VT",Vermont,VT,Single Family Residential," $195,000.00 "," $239,900.00 ", 31.00 , 10.00 , 99.00 , 407.00 , 13.10 , 230.00 ,93.57%,9.68%
6/1/2014,6/30/2014,"Hamilton County, OH",Ohio,OH,Single Family Residential," $138,000.00 "," $135,250.00 ", 960.00 , 646.00 ," 1,171.00 "," 4,475.00 ", 4.70 , 75.00 ,96.17%,13.96%
6/1/2014,6/30/2014,"Greenville County, SC",South Carolina,SC,Single Family Residential," $179,900.00 "," $179,900.00 ", 638.00 , 449.00 , 728.00 ," 2,462.00 ", 3.90 , 49.00 ,96.86%,11.44%
6/1/2014,6/30/2014,"Chisago County, MN",Minnesota,MN,Single Family Residential," $189,950.00 "," $207,450.00 ", 90.00 , 75.00 , 149.00 , 434.00 , 4.80 , 48.00 ,98.57%,26.67%
6/1/2014,6/30/2014,"Monroe County, FL",Florida,FL,Single Family Residential," $472,400.00 "," $469,500.00 ", 142.00 , 28.00 , 112.00 , 764.00 , 5.40 , 220.00 ,94.94%,7.04%
6/1/2014,6/30/2014,"Jerome County, ID",Idaho,ID,Single Family Residential," $132,600.00 "," $110,000.00 ", 16.00 , 5.00 , 27.00 , 116.00 , 7.30 , 322.00 ,96.92%,18.75%
6/1/2014,6/30/2014,"Milam County, TX",Texas,TX,Single Family Residential," $115,000.00 "," $137,000.00 ", 13.00 , 5.00 , 9.00 , 68.00 , 5.20 , 142.00 ,94.71%,7.69%
6/1/2014,6/30/2014,"Bryan County, OK",Oklahoma,OK,Single Family Residential," $146,000.00 "," $99,000.00 ", 23.00 , 6.00 , 15.00 , 83.00 , 3.60 , 127.00 ,96.09%,17.39%
6/1/2014,6/30/2014,"Medina County, TX",Texas,TX,Single Family Residential," $209,950.00 "," $189,950.00 ", 26.00 , 9.00 , 24.00 , 139.00 , 5.30 , 158.00 ,94.00%,7.69%
6/1/2014,6/30/2014,"Mercer County, NJ",New Jersey,NJ,Single Family Residential," $330,000.00 "," $236,000.00 ", 259.00 , 191.00 , 402.00 ," 1,508.00 ", 5.80 , 34.00 ,97.42%,21.62%
6/1/2014,6/30/2014,"Lyon County, MN",Minnesota,MN,Single Family Residential," $151,000.00 "," $124,450.00 ", 27.00 , 17.00 , 28.00 , 121.00 , 4.50 , 108.00 ,95.83%,3.70%
6/1/2014,6/30/2014,"Fayette County, GA",Georgia,GA,Single Family Residential," $278,800.00 "," $259,900.00 ", 196.00 , 150.00 , 209.00 , 564.00 , 2.90 , 41.00 ,97.39%,14.80%
6/1/2014,6/30/2014,"Green Lake County, WI",Wisconsin,WI,Single Family Residential," $110,000.00 "," $155,740.00 ", 9.00 , 7.00 , 42.00 , 261.00 , 29.00 , 118.00 ,92.21%,0.00%
6/1/2014,6/30/2014,"Creek County, OK",Oklahoma,OK,Single Family Residential," $116,250.00 "," $135,000.00 ", 76.00 , 44.00 , 73.00 , 270.00 , 3.60 , 61.00 ,95.14%,13.16%
6/1/2014,6/30/2014,"Iron County, MO",Missouri,MO,Single Family Residential," $33,500.00 "," $109,950.00 ", 2.00 , 1.00 , 2.00 , 10.00 , 5.00 , 56.00 ,79.45%,0.00%
6/1/2014,6/30/2014,"Mills County, TX",Texas,TX,Single Family Residential," $265,000.00 "," $35,006.00 ", 1.00 ,, 1.00 , 10.00 , 10.00 , 47.00 ,88.33%,0.00%
6/1/2014,6/30/2014,"Pend Oreille County, WA",Washington,WA,Single Family Residential," $227,500.00 "," $290,000.00 ", 2.00 ,, 5.00 , 44.00 , 22.00 , 962.00 ,77.16%,0.00%
6/1/2014,6/30/2014,"Bastrop County, TX",Texas,TX,Single Family Residential," $174,250.00 "," $181,998.00 ", 70.00 , 51.00 , 86.00 , 225.00 , 3.20 , 29.00 ,98.09%,17.14%
6/1/2014,6/30/2014,"George County, MS",Mississippi,MS,Single Family Residential," $108,800.00 "," $129,000.00 ", 14.00 , 5.00 , 21.00 , 108.00 , 7.70 , 121.00 ,99.52%,14.29%
6/1/2014,6/30/2014,"Pinal County, AZ",Arizona,AZ,Single Family Residential," $159,000.00 "," $159,900.00 ", 643.00 , 391.00 , 593.00 ," 2,407.00 ", 3.70 , 62.00 ,97.57%,12.44%
6/1/2014,6/30/2014,"Seneca County, NY",New York,NY,Single Family Residential," $109,187.50 "," $106,200.00 ", 18.00 , 5.00 , 51.00 , 190.00 , 10.60 , 126.00 ,93.78%,11.11%
6/1/2014,6/30/2014,"Macoupin County, IL",Illinois,IL,Single Family Residential," $57,631.00 "," $139,250.00 ", 1.00 ,, 2.00 , 11.00 , 11.00 , 38.00 ,100.05%,100.00%
6/1/2014,6/30/2014,"Suffolk County, MA",Massachusetts,MA,Single Family Residential," $432,500.00 "," $429,000.00 ", 144.00 , 120.00 , 180.00 , 551.00 , 3.80 , 68.00 ,99.65%,44.44%
6/1/2014,6/30/2014,"Laurens County, GA",Georgia,GA,Single Family Residential," $164,500.00 "," $124,900.00 ", 8.00 , 5.00 , 19.00 , 76.00 , 9.50 , 36.00 ,96.38%,12.50%
6/1/2014,6/30/2014,"Cowlitz County, WA",Washington,WA,Single Family Residential," $158,750.00 "," $164,500.00 ", 106.00 , 79.00 , 141.00 , 472.00 , 4.50 , 46.00 ,97.84%,23.58%
6/1/2014,6/30/2014,"Evans County, GA",Georgia,GA,Single Family Residential," $94,332.50 "," $269,000.00 ", 2.00 ,, 1.00 , 15.00 , 7.50 , 113.00 ,98.27%,0.00%
6/1/2014,6/30/2014,"Orleans Parish, LA",Louisiana,LA,Single Family Residential," $235,250.00 "," $219,000.00 ", 308.00 , 145.00 , 288.00 ," 1,379.00 ", 4.50 , 113.00 ,97.08%,19.48%
6/1/2014,6/30/2014,"St. Croix County, WI",Wisconsin,WI,Single Family Residential," $191,500.00 "," $212,750.00 ", 128.00 , 106.00 , 168.00 , 646.00 , 5.00 , 58.00 ,98.14%,22.66%
6/1/2014,6/30/2014,"Callahan County, TX",Texas,TX,Single Family Residential," $93,750.00 "," $137,250.00 ", 8.00 , 6.00 , 14.00 , 51.00 , 6.40 , 57.00 ,93.98%,0.00%
6/1/2014,6/30/2014,"Boone County, IN",Indiana,IN,Single Family Residential," $263,012.00 "," $239,900.00 ", 123.00 , 77.00 , 138.00 , 547.00 , 4.40 , 84.00 ,97.51%,9.76%
6/1/2014,6/30/2014,"Switzerland County, IN",Indiana,IN,Single Family Residential," $107,000.00 "," $223,450.00 ", 1.00 ,, 2.00 , 14.00 , 14.00 , 181.00 ,93.12%,0.00%
6/1/2014,6/30/2014,"Shoshone County, ID",Idaho,ID,Single Family Residential," $49,000.00 "," $90,950.00 ", 12.00 , 8.00 , 29.00 , 141.00 , 11.80 , 106.00 ,89.09%,8.33%
6/1/2014,6/30/2014,"Duval County, FL",Florida,FL,Single Family Residential," $155,000.00 "," $159,900.00 "," 1,027.00 ", 596.00 ," 1,233.00 "," 5,430.00 ", 5.30 , 88.00 ,95.95%,15.29%
6/1/2014,6/30/2014,"Newton County, GA",Georgia,GA,Single Family Residential," $116,500.00 "," $125,000.00 ", 91.00 , 72.00 , 156.00 , 489.00 , 5.40 , 46.00 ,97.36%,21.98%
6/1/2014,6/30/2014,"Monroe County, IA",Iowa,IA,Single Family Residential," $111,000.00 "," $89,900.00 ", 5.00 , 2.00 , 5.00 , 45.00 , 9.00 , 133.00 ,89.73%,0.00%
6/1/2014,6/30/2014,"Ray County, MO",Missouri,MO,Single Family Residential," $84,850.00 "," $93,000.00 ", 24.00 ,, 37.00 ,, 7.50 , 72.00 ,,
6/1/2014,6/30/2014,"Loudon County, TN",Tennessee,TN,Single Family Residential," $244,900.00 "," $274,950.00 ", 81.00 , 18.00 , 36.00 , 254.00 , 3.10 , 147.00 ,96.72%,13.58%
6/1/2014,6/30/2014,"Sacramento County, CA",California,CA,Single Family Residential," $265,000.00 "," $267,900.00 "," 1,478.00 "," 1,411.00 "," 1,967.00 "," 3,312.00 ", 2.20 , 19.00 ,99.67%,37.01%
6/1/2014,6/30/2014,"Northampton County, PA",Pennsylvania,PA,Single Family Residential," $204,750.00 "," $204,900.00 ", 259.00 , 137.00 , 441.00 ," 1,866.00 ", 7.20 , 97.00 ,96.65%,12.74%
6/1/2014,6/30/2014,"Pierce County, WI",Wisconsin,WI,Single Family Residential," $180,000.00 "," $189,900.00 ", 43.00 , 26.00 , 58.00 , 272.00 , 6.30 , 85.00 ,97.87%,18.60%
6/1/2014,6/30/2014,"Candler County, GA",Georgia,GA,Single Family Residential," $122,400.00 "," $124,900.00 ", 4.00 , 2.00 , 5.00 , 21.00 , 5.30 , 33.00 ,96.95%,0.00%
6/1/2014,6/30/2014,"Laurel County, KY",Kentucky,KY,Single Family Residential," $124,750.00 "," $115,000.00 ", 40.00 , 20.00 , 58.00 , 283.00 , 7.10 , 92.00 ,95.38%,7.50%
6/1/2014,6/30/2014,"Pine County, MN",Minnesota,MN,Single Family Residential," $115,000.00 "," $129,900.00 ", 34.00 , 27.00 , 67.00 , 251.00 , 7.40 , 48.00 ,94.94%,23.53%
6/1/2014,6/30/2014,"Cullman County, AL",Alabama,AL,Single Family Residential," $152,000.00 "," $117,450.00 ", 11.00 , 7.00 , 6.00 , 46.00 , 4.20 , 65.00 ,91.32%,0.00%
6/1/2014,6/30/2014,"Caroline County, MD",Maryland,MD,Single Family Residential," $120,150.00 "," $179,900.00 ", 32.00 , 30.00 , 51.00 , 267.00 , 8.30 , 70.00 ,96.26%,12.50%
6/1/2014,6/30/2014,"Copiah County, MS",Mississippi,MS,Single Family Residential," $182,000.00 "," $133,000.00 ", 1.00 , 1.00 , 11.00 , 46.00 , 46.00 , 62.00 ,91.23%,0.00%
6/1/2014,6/30/2014,"Travis County, TX",Texas,TX,Single Family Residential," $300,000.00 "," $294,983.00 "," 1,413.00 "," 1,280.00 "," 1,705.00 "," 2,764.00 ", 2.00 , 10.00 ,99.36%,31.85%
6/1/2014,6/30/2014,"Sebastian County, AR",Arkansas,AR,Single Family Residential," $260,000.00 ",, 1.00 ,,, 3.00 , 3.00 , 203.00 ,98.15%,0.00%
6/1/2014,6/30/2014,"McMinn County, TN",Tennessee,TN,Single Family Residential," $136,900.00 ",, 1.00 ,,, 1.00 , 1.00 ,,97.86%,0.00%
6/1/2014,6/30/2014,"Crawford County, AR",Arkansas,AR,Single Family Residential," $120,000.00 "," $105,950.00 ", 7.00 , 4.00 , 2.00 , 7.00 , 1.00 , 87.00 ,93.23%,0.00%
6/1/2014,6/30/2014,"Union County, SC",South Carolina,SC,Single Family Residential," $353,800.00 ",, 1.00 ,,, 3.00 , 3.00 , 419.00 ,95.65%,0.00%
6/1/2014,6/30/2014,"Osage County, OK",Oklahoma,OK,Single Family Residential," $150,000.00 "," $99,950.00 ", 35.00 , 27.00 , 45.00 , 170.00 , 4.90 , 84.00 ,97.29%,22.86%
6/1/2014,6/30/2014,"Rockdale County, GA",Georgia,GA,Single Family Residential," $125,000.00 "," $135,000.00 ", 74.00 , 58.00 , 138.00 , 485.00 , 6.60 , 48.00 ,95.72%,12.16%
6/1/2014,6/30/2014,"Franklin County, FL",Florida,FL,Single Family Residential," $221,500.00 "," $139,900.00 ", 3.00 , 1.00 , 7.00 , 50.00 , 16.70 , 107.00 ,87.23%,0.00%
6/1/2014,6/30/2014,"Taylor County, TX",Texas,TX,Single Family Residential," $144,500.50 "," $158,950.00 ", 180.00 , 128.00 , 199.00 , 497.00 , 2.80 , 37.00 ,96.82%,11.11%
6/1/2014,6/30/2014,"Schenectady County, NY",New York,NY,Single Family Residential," $165,500.00 "," $162,000.00 ", 128.00 , 101.00 , 250.00 ," 1,004.00 ", 7.80 , 76.00 ,97.11%,18.75%
6/1/2014,6/30/2014,"Ocean County, NJ",New Jersey,NJ,Single Family Residential," $227,500.00 "," $244,897.50 ", 768.00 , 329.00 ," 1,156.00 "," 5,262.00 ", 6.90 , 104.00 ,95.02%,10.68%
6/1/2014,6/30/2014,"Cecil County, MD",Maryland,MD,Single Family Residential," $218,675.00 "," $219,900.00 ", 70.00 , 44.00 , 141.00 , 717.00 , 10.20 , 47.00 ,96.34%,14.29%
6/1/2014,6/30/2014,"Garvin County, OK",Oklahoma,OK,Single Family Residential," $28,500.00 "," $125,000.00 ", 1.00 ,, 1.00 , 7.00 , 7.00 , 264.00 ,95.00%,0.00%
6/1/2014,6/30/2014,"Tulsa County, OK",Oklahoma,OK,Single Family Residential," $160,245.00 "," $149,900.00 ", 902.00 , 687.00 ," 1,165.00 "," 3,179.00 ", 3.50 , 43.00 ,96.98%,16.85%
